deal_id,customer_id,deal_name,amount,deal_stage,start_date,end_date,plan_type,created_date,closed_date
d004650,cu07358,Innovate Distributed Channels,8474.02,Lost,8/28/2024,8/25/2022,Pro,7/29/2017,10/24/2024
d004651,cu07224,Deliver One-To-One Architectures,8236.5,Won,7/29/2023,12/16/2020,Enterprise,4/10/2020,4/1/2021
d004652,cu07232,Matrix Back-End Technologies,5427.8,In Progress,12/29/2018,6/25/2021,Enterprise,5/18/2020,12/9/2024
d004653,cu07153,Generate Holistic Partnerships,9291.49,In Progress,9/17/2019,10/4/2019,Enterprise,9/5/2021,8/13/2020
d004654,cu04141,Incentivize Distributed Experiences,7255.96,Won,8/14/2022,2/10/2021,Pro,8/3/2022,1/27/2021
d004655,cu08517,Enhance Cutting-Edge Methodologies,6332.98,Lost,1/24/2018,7/28/2021,Basic,5/20/2022,2/7/2024
d004656,cu02532,Expedite Value-Added Content,6784.7,Lost,4/15/2020,6/25/2025,Pro,6/8/2018,3/5/2024
d004657,cu01852,Optimize Next-Generation Deliverables,3499.86,Won,12/18/2022,12/6/2021,Pro,6/22/2019,5/13/2018
d004658,cu03559,Strategize Distributed E-Markets,680.7,In Progress,12/5/2023,1/7/2021,Enterprise,11/3/2024,3/29/2022
d004659,cu04416,Expedite Rich Experiences,962.57,Won,9/5/2023,1/14/2022,Pro,1/25/2018,2/26/2019
d004660,cu05593,Disintermediate One-To-One Bandwidth,717.88,Lost,8/30/2021,12/19/2022,Free,2/18/2022,12/11/2024
d004661,cu07292,Deliver Global E-Services,3481.7,Lost,1/11/2019,8/10/2024,Pro,10/25/2020,5/18/2022
d004662,cu06814,Matrix Dynamic Web Services,5918.19,Lost,12/28/2023,8/3/2022,Pro,6/29/2018,6/17/2018
d004663,cu01676,Productize Front-End Initiatives,2069.62,Won,3/19/2021,1/1/2025,Pro,5/18/2022,9/19/2023
d004664,cu01869,Benchmark Open-Source Schemas,8435.75,In Progress,11/20/2023,2/15/2021,Basic,3/17/2020,5/9/2021
d004665,cu01278,Repurpose Magnetic Initiatives,1872.52,In Progress,8/17/2024,3/27/2023,Enterprise,1/12/2020,9/25/2022
d004666,cu03061,Embrace Interactive Metrics,7899.5,Won,8/18/2023,11/17/2022,Basic,6/25/2023,8/27/2022
d004667,cu08252,Transform Killer Convergence,7321.43,Won,5/11/2018,12/24/2020,Enterprise,9/30/2017,9/7/2022
d004668,cu06473,Deploy Real-Time Mindshare,1332.21,Won,7/8/2023,3/24/2024,Enterprise,7/20/2019,8/11/2023
d004669,cu04827,Re-Intermediate Cutting-Edge Experiences,494.18,Lost,8/22/2019,4/12/2019,Free,7/10/2018,11/23/2019
d004670,cu05873,Morph Intuitive Markets,1575.57,In Progress,4/29/2021,1/30/2025,Basic,6/29/2024,2/22/2020
d004671,cu09175,Benchmark Revolutionary Supply-Chains,2370.98,Won,6/24/2019,10/23/2022,Pro,7/5/2024,7/12/2024
d004672,cu04634,Incubate Back-End Networks,2920.89,Lost,9/23/2019,1/3/2023,Enterprise,6/19/2020,2/14/2018
d004673,cu08120,Drive Back-End Technologies,4106.7,In Progress,5/25/2020,5/6/2021,Free,3/6/2024,9/22/2021
d004674,cu09252,E-Enable Interactive Paradigms,3413.79,Lost,12/14/2018,5/8/2023,Enterprise,1/3/2024,12/30/2020
d004675,cu07452,Transform Viral E-Commerce,1743.61,Lost,8/12/2019,6/19/2022,Enterprise,12/24/2019,1/19/2023
d004676,cu00757,E-Enable Killer Roi,8931.68,In Progress,6/13/2024,11/24/2020,Enterprise,8/4/2021,4/5/2019
d004677,cu08329,Mesh Extensible Networks,3872.29,Lost,5/10/2022,8/31/2021,Free,10/31/2024,12/29/2020
d004678,cu02148,Maximize Holistic Info-Mediaries,8895.75,Lost,8/30/2020,4/12/2025,Basic,5/4/2021,7/16/2025
d004679,cu09420,Scale Sticky Web-Readiness,7956.33,Won,4/29/2024,12/10/2024,Enterprise,9/24/2024,3/29/2023
d004680,cu06278,Engineer Wireless Info-Mediaries,3679.37,In Progress,3/4/2019,11/11/2022,Pro,11/20/2021,5/11/2022
d004681,cu05917,Visualize Dynamic Web Services,2335.04,In Progress,7/28/2020,11/23/2022,Free,10/17/2023,8/24/2024
d004682,cu04325,Redefine Distributed Bandwidth,2923.37,Lost,11/7/2024,12/3/2021,Free,7/3/2017,12/14/2023
d004683,cu02587,Grow Mission-Critical Communities,7455.83,Lost,11/19/2020,5/27/2023,Basic,2/3/2023,2/24/2025
d004684,cu06142,Disintermediate Open-Source Methodologies,8992.97,Won,9/4/2021,9/7/2024,Pro,6/13/2020,6/16/2021
d004685,cu09555,Re-Contextualize Transparent Systems,7641.7,In Progress,12/15/2018,2/17/2021,Free,5/16/2022,10/23/2021
d004686,cu05354,Maximize 24/7 Portals,4829.39,Lost,7/29/2019,11/29/2021,Pro,11/8/2022,1/25/2018
d004687,cu08734,E-Enable Web-Enabled E-Commerce,5621.15,Lost,6/2/2019,12/9/2023,Basic,10/8/2018,6/29/2024
d004688,cu06927,Leverage Impactful E-Services,2941.88,In Progress,6/9/2018,6/8/2023,Basic,8/8/2024,8/7/2021
d004689,cu00622,Envisioneer Open-Source Vortals,6021.84,Lost,12/31/2019,3/5/2020,Basic,9/16/2024,6/15/2022
d004690,cu08589,Exploit Innovative Channels,1311.36,Lost,6/13/2024,12/16/2022,Free,7/12/2024,6/15/2022
d004691,cu09812,Innovate Sticky Models,3708.76,Lost,11/9/2018,2/16/2024,Basic,8/19/2022,6/23/2023
d004692,cu06989,Mesh Robust Initiatives,525.72,Won,10/15/2022,5/5/2020,Pro,4/4/2017,8/2/2022
d004693,cu02163,Orchestrate End-To-End E-Business,8331.78,Lost,1/8/2019,6/20/2021,Pro,8/3/2018,8/28/2025
d004694,cu00242,Utilize End-To-End Networks,3493.73,Won,5/25/2022,12/23/2024,Pro,6/14/2020,7/4/2020
d004695,cu07186,Leverage Sticky Interfaces,3245.67,Lost,5/26/2022,1/28/2020,Free,2/2/2021,6/15/2022
d004696,cu03969,Cultivate Plug-And-Play Schemas,5736.9,In Progress,8/12/2023,8/27/2025,Free,11/23/2019,8/31/2024
d004697,cu03524,Repurpose 24/365 Web-Readiness,7077.3,Lost,9/2/2018,10/25/2019,Basic,12/26/2022,9/3/2023
d004698,cu07585,Expedite One-To-One Relationships,7365.68,Won,2/3/2021,10/19/2023,Basic,7/20/2018,9/16/2020
d004699,cu01048,Harness Clicks-And-Mortar E-Markets,1867.69,Won,12/6/2019,1/9/2019,Pro,7/11/2022,5/26/2024
d004700,cu09001,Incubate Distributed Applications,8432.84,In Progress,11/10/2023,5/6/2021,Basic,5/3/2019,3/31/2024
d004701,cu06592,Target Enterprise Methodologies,6673.82,Won,2/7/2024,4/28/2023,Enterprise,4/30/2018,9/19/2020
d004702,cu09444,Harness Rich Applications,7258.16,Won,6/17/2023,8/23/2019,Basic,10/23/2019,4/8/2020
d004703,cu01428,Matrix Sticky Web-Readiness,4284.1,Lost,8/3/2024,10/12/2024,Enterprise,8/31/2017,9/9/2022
d004704,cu05373,Productize Compelling Infrastructures,8799.42,Won,12/28/2020,2/12/2025,Pro,7/24/2017,3/6/2021
d004705,cu06774,Expedite Robust Methodologies,4526.51,Won,11/11/2024,2/16/2025,Basic,11/1/2019,3/15/2020
d004706,cu07331,Whiteboard Customized Interfaces,5354.6,Lost,5/14/2022,6/21/2024,Enterprise,4/15/2021,9/23/2021
d004707,cu08942,Utilize Visionary Schemas,8107.17,Won,1/3/2022,6/3/2022,Basic,11/7/2024,2/7/2025
d004708,cu09486,Embrace Enterprise Roi,5663.73,In Progress,9/27/2023,1/14/2022,Pro,8/23/2018,1/22/2020
d004709,cu03075,Empower Compelling Bandwidth,882.41,In Progress,8/2/2023,1/6/2022,Free,9/20/2021,12/20/2019
d004710,cu04390,Extend Killer E-Commerce,9260.72,Lost,8/11/2020,3/25/2021,Basic,5/11/2021,3/4/2023
d004711,cu01198,Whiteboard Viral Portals,1046.13,Lost,12/15/2023,11/4/2024,Free,4/23/2023,9/25/2022
d004712,cu02188,Evolve End-To-End Experiences,285.38,Won,10/1/2019,1/9/2025,Free,11/29/2024,8/18/2024
d004713,cu04944,Matrix 24/365 Eyeballs,8392.85,In Progress,2/17/2024,5/12/2023,Enterprise,12/7/2021,10/31/2024
d004714,cu05334,Reinvent Best-Of-Breed Channels,2990.26,Won,1/29/2022,8/26/2025,Free,12/19/2017,12/25/2022
d004715,cu03804,Mesh Value-Added Applications,1680.51,In Progress,3/30/2022,10/26/2023,Basic,10/30/2017,7/6/2020
d004716,cu05083,Innovate Value-Added Convergence,8413.92,In Progress,11/6/2021,5/24/2025,Basic,4/24/2020,11/6/2021
d004717,cu00661,Harness Efficient E-Markets,8159.46,Won,6/24/2018,3/10/2025,Enterprise,6/5/2021,11/24/2019
d004718,cu01092,Leverage World-Class Systems,9201.38,Lost,3/7/2021,4/5/2025,Enterprise,12/23/2023,7/14/2024
d004719,cu02647,Iterate Leading-Edge E-Services,9467.61,Won,6/3/2024,9/8/2022,Pro,8/23/2024,1/14/2018
d004720,cu04921,Synergize Sticky Deliverables,9860.34,In Progress,7/5/2019,2/6/2019,Enterprise,6/21/2021,2/6/2021
d004721,cu09616,Morph Strategic Technologies,7787.63,Won,9/25/2018,4/14/2022,Pro,4/8/2018,1/2/2020
d004722,cu02817,Embrace Best-Of-Breed E-Commerce,8401.28,Lost,9/22/2024,9/10/2021,Pro,12/18/2019,2/24/2022
d004723,cu01688,Embrace Out-Of-The-Box Vortals,2760.88,Won,10/20/2019,9/6/2024,Pro,1/1/2021,7/30/2020
d004724,cu04953,Utilize Scalable Paradigms,8596.47,Lost,8/3/2024,11/9/2024,Basic,8/3/2022,2/19/2021
d004725,cu04300,Benchmark User-Centric E-Commerce,2490.74,In Progress,6/6/2022,7/1/2020,Basic,7/23/2017,9/18/2022
d004726,cu07110,Implement Efficient Content,7683.9,In Progress,1/17/2021,5/13/2021,Pro,6/5/2024,4/27/2018
d004727,cu01244,Orchestrate Front-End Schemas,4035.17,Won,6/21/2022,4/12/2023,Enterprise,11/25/2024,3/1/2021
d004728,cu03242,Transition Efficient Portals,8594.74,Won,11/30/2022,1/13/2020,Basic,3/28/2020,3/9/2021
d004729,cu07174,Exploit Leading-Edge Web-Readiness,6757.12,Won,12/23/2021,6/10/2019,Free,8/7/2022,5/29/2019
d004730,cu06185,Iterate 24/365 Eyeballs,1771.92,Won,5/14/2019,3/10/2025,Enterprise,10/22/2018,6/26/2023
d004731,cu02876,Optimize Compelling Web-Readiness,1552.59,Won,4/27/2021,1/18/2023,Basic,10/7/2019,8/5/2018
d004732,cu01745,Iterate Intuitive Roi,4518.53,Lost,12/15/2020,3/11/2020,Enterprise,7/7/2019,3/16/2022
d004733,cu05968,Brand Cross-Platform E-Markets,1262.14,Lost,9/13/2023,9/23/2024,Basic,8/31/2023,12/21/2018
d004734,cu03466,Engage Transparent Convergence,2247.59,Lost,7/26/2022,5/25/2020,Enterprise,5/4/2018,6/7/2025
d004735,cu01187,Envisioneer 24/7 E-Markets,7603.02,In Progress,11/19/2019,5/12/2023,Free,8/26/2018,10/17/2018
d004736,cu06963,Aggregate User-Centric Solutions,5705.96,Lost,12/22/2018,7/16/2023,Free,5/3/2021,4/26/2023
d004737,cu08723,Empower Integrated Web Services,2740.19,Lost,1/22/2024,3/20/2020,Pro,9/4/2019,6/21/2020
d004738,cu06899,Architect Killer Platforms,4685.25,Lost,4/4/2024,5/19/2021,Enterprise,3/11/2022,3/1/2018
d004739,cu00217,Transform Strategic Channels,7051.84,In Progress,4/10/2018,4/21/2022,Free,4/19/2017,8/13/2019
d004740,cu05105,E-Enable Turn-Key Web-Readiness,1304.7,Lost,9/25/2018,10/24/2024,Basic,11/5/2023,4/9/2021
d004741,cu06008,Architect Mission-Critical Vortals,9984.34,Lost,10/2/2018,6/7/2019,Pro,1/25/2024,4/21/2020
d004742,cu01284,Orchestrate One-To-One Bandwidth,2447.17,Won,2/13/2020,3/27/2020,Free,7/18/2024,6/3/2024
d004743,cu03454,Evolve Seamless Architectures,3142.29,In Progress,4/14/2020,9/25/2020,Pro,8/3/2018,5/8/2021
d004744,cu06862,Benchmark Efficient Initiatives,9287.14,Lost,7/15/2023,5/20/2020,Enterprise,1/25/2021,7/22/2025
d004745,cu09292,Revolutionize Robust Methodologies,1658.15,In Progress,7/21/2021,5/1/2022,Enterprise,12/11/2024,6/12/2024
d004746,cu06431,Synergize Impactful Vortals,9012.11,Lost,12/24/2018,9/24/2023,Basic,10/23/2021,9/12/2023
d004747,cu09667,Disintermediate Distributed Action-Items,579.88,In Progress,3/17/2020,11/5/2022,Pro,5/24/2022,7/10/2023
d004748,cu04109,Mesh Efficient Bandwidth,933.75,In Progress,6/6/2019,4/23/2025,Free,4/13/2023,12/17/2021
d004749,cu00915,Leverage One-To-One Channels,3878.01,Lost,11/11/2018,5/28/2025,Pro,6/23/2024,4/1/2019
d004750,cu05220,Benchmark Dynamic Solutions,7053.97,Lost,12/22/2023,6/17/2019,Basic,4/25/2018,11/7/2018
d004751,cu03182,Utilize Customized Users,5719.2,Lost,12/10/2024,10/4/2019,Enterprise,6/27/2019,6/22/2018
d004752,cu05308,Synergize One-To-One Partnerships,9425.23,In Progress,5/31/2024,6/20/2023,Free,7/12/2017,4/24/2020
d004753,cu05497,Utilize Interactive Bandwidth,1785.97,Lost,3/1/2018,4/4/2024,Enterprise,5/31/2018,3/16/2020
d004754,cu00945,Matrix Leading-Edge Communities,4731.47,Won,1/29/2021,4/1/2021,Pro,8/30/2024,7/2/2024
d004755,cu09622,Cultivate Proactive Models,5130.24,Lost,3/20/2020,10/5/2021,Basic,10/2/2022,11/11/2023
d004756,cu03974,Seize Intuitive Partnerships,9944.15,In Progress,6/26/2019,8/20/2021,Free,5/25/2021,3/6/2021
d004757,cu04109,Exploit Visionary Infrastructures,8388.58,In Progress,6/16/2019,8/4/2022,Enterprise,12/5/2017,12/16/2020
d004758,cu01872,Morph Leading-Edge Roi,5075.98,Won,6/29/2019,1/19/2019,Enterprise,9/5/2019,11/12/2018
d004759,cu09191,Leverage User-Centric Infrastructures,2395.35,Lost,2/14/2020,9/3/2019,Free,7/20/2023,10/21/2021
d004760,cu08279,Deploy 24/365 Functionalities,9736.6,Lost,11/25/2021,8/28/2024,Enterprise,12/16/2024,3/12/2023
d004761,cu07294,Monetize One-To-One Models,4181.68,Won,8/21/2019,1/5/2023,Enterprise,5/26/2018,7/8/2019
d004762,cu09037,Grow Next-Generation Eyeballs,1077.66,In Progress,6/14/2022,1/11/2023,Basic,3/23/2021,9/16/2018
d004763,cu03793,Morph Integrated Markets,7075.41,Won,6/3/2023,9/30/2019,Pro,8/22/2018,11/5/2019
d004764,cu05661,Transition End-To-End Platforms,5201.91,In Progress,1/12/2024,8/31/2024,Basic,5/23/2017,6/29/2023
d004765,cu00750,Evolve Frictionless Functionalities,1460.72,In Progress,5/8/2023,6/3/2021,Basic,6/19/2023,9/30/2019
d004766,cu05330,Enable Best-Of-Breed Interfaces,6855.12,In Progress,4/1/2020,4/28/2020,Pro,1/12/2020,2/25/2020
d004767,cu03306,Facilitate Visionary Convergence,4050.68,Lost,7/28/2018,3/19/2020,Pro,4/4/2024,5/8/2019
d004768,cu02159,Exploit Global E-Business,6500.64,Lost,10/2/2018,8/25/2024,Enterprise,11/23/2023,3/12/2024
d004769,cu03602,Visualize Cross-Media Experiences,873.2,In Progress,3/12/2024,12/18/2021,Free,7/30/2017,7/6/2023
d004770,cu05850,Mesh Next-Generation Vortals,7027.28,Won,10/3/2019,9/27/2024,Free,11/18/2022,12/2/2018
d004771,cu07257,Enhance Open-Source Applications,7124.31,Won,11/8/2019,9/29/2021,Enterprise,7/17/2017,9/4/2021
d004772,cu06429,Monetize Enterprise Communities,3714.93,In Progress,8/14/2024,12/22/2020,Enterprise,10/12/2018,11/11/2018
d004773,cu02969,Optimize Wireless Models,604.01,In Progress,4/13/2024,1/1/2023,Enterprise,3/31/2017,9/21/2018
d004774,cu06208,Enhance Killer Niches,8291.44,In Progress,11/20/2019,6/1/2020,Basic,6/4/2017,5/4/2019
d004775,cu08918,Orchestrate 24/7 Content,9300.81,In Progress,11/18/2018,9/29/2023,Free,7/20/2021,1/7/2021
d004776,cu03815,E-Enable Enterprise Initiatives,8949.8,Won,11/13/2023,5/23/2021,Pro,11/2/2019,10/26/2024
d004777,cu05914,Target Customized Eyeballs,4157.91,Won,9/20/2021,1/2/2024,Free,8/24/2020,11/7/2021
d004778,cu03270,Streamline Back-End Channels,9538.98,In Progress,11/30/2021,4/6/2025,Basic,9/29/2024,2/22/2025
d004779,cu04170,Transform Cross-Media Platforms,5439.15,In Progress,3/24/2018,11/10/2019,Pro,12/11/2022,6/13/2018
d004780,cu04605,Cultivate World-Class Communities,9608.53,Won,4/27/2018,12/25/2019,Basic,12/24/2021,1/21/2023
d004781,cu05878,Facilitate Collaborative Mindshare,5475.08,In Progress,8/7/2023,5/10/2022,Basic,9/29/2022,8/14/2022
d004782,cu02429,Engage Virtual Initiatives,9170.56,Won,7/13/2024,11/15/2022,Pro,3/31/2022,3/13/2025
d004783,cu06344,Leverage B2C E-Business,2225.89,In Progress,9/10/2018,5/5/2025,Pro,10/11/2019,1/19/2021
d004784,cu09450,Implement End-To-End E-Markets,8784.48,Won,11/15/2024,10/11/2019,Enterprise,9/15/2022,7/14/2022
d004785,cu04112,Generate Real-Time E-Commerce,2132.48,Lost,4/14/2021,5/16/2020,Free,2/9/2021,4/27/2020
d004786,cu05397,Transform Collaborative Bandwidth,2956.52,Lost,3/13/2023,12/18/2022,Enterprise,4/26/2020,11/6/2021
d004787,cu08622,Integrate Proactive Initiatives,1732.41,Won,2/22/2020,7/3/2025,Enterprise,8/9/2022,6/27/2024
d004788,cu08564,Synergize Robust Channels,1229.13,In Progress,9/18/2021,10/19/2020,Free,4/27/2017,1/20/2020
d004789,cu07756,Deliver Bricks-And-Clicks E-Services,2603.99,In Progress,1/2/2021,4/13/2022,Basic,3/6/2019,12/2/2023
d004790,cu00338,Seize Integrated Content,8331.35,Lost,10/25/2018,10/6/2022,Pro,6/2/2022,1/22/2025
d004791,cu09152,Deploy User-Centric Relationships,1428.6,Won,7/22/2018,12/19/2022,Enterprise,6/10/2024,1/14/2023
d004792,cu01546,Synergize Frictionless Web Services,7224.1,Lost,12/22/2020,9/11/2024,Enterprise,7/17/2021,2/3/2022
d004793,cu04493,Drive Intuitive Supply-Chains,5066.44,Lost,3/12/2019,7/1/2019,Pro,11/3/2020,8/22/2020
d004794,cu09315,Aggregate 24/365 Networks,7566.82,In Progress,9/14/2022,1/12/2025,Pro,1/28/2018,6/16/2024
d004795,cu09308,Grow Cutting-Edge Vortals,5302.43,In Progress,3/25/2024,1/20/2025,Enterprise,5/22/2021,11/10/2022
d004796,cu06299,Unleash Global Channels,9341.17,In Progress,2/10/2022,6/24/2023,Enterprise,12/30/2021,9/14/2018
d004797,cu09774,Visualize B2B Info-Mediaries,6999.53,Won,4/25/2018,5/26/2020,Enterprise,2/15/2018,3/13/2018
d004798,cu09624,Matrix Interactive Deliverables,3699.44,In Progress,8/16/2023,5/28/2024,Pro,3/1/2017,9/28/2022
d004799,cu05709,Transition Transparent Paradigms,6719.88,In Progress,6/26/2020,6/10/2025,Free,9/12/2019,1/15/2018
d004800,cu06651,Repurpose Visionary Eyeballs,8077.26,Won,8/6/2019,7/8/2022,Pro,12/16/2021,4/21/2020
d004801,cu03017,Reinvent One-To-One Supply-Chains,1528.03,In Progress,9/22/2019,12/8/2024,Enterprise,9/3/2017,3/11/2020
d004802,cu06970,Generate End-To-End E-Services,2700.37,In Progress,4/11/2022,8/4/2019,Free,6/23/2020,3/18/2022
d004803,cu04617,Brand Plug-And-Play Communities,9351.82,Lost,1/16/2018,8/21/2022,Basic,2/19/2017,6/2/2022
d004804,cu06716,Engage Dot-Com Web-Readiness,4846.52,Lost,4/15/2019,12/10/2021,Basic,12/14/2024,11/3/2023
d004805,cu05957,Facilitate Impactful Infrastructures,7375.73,Won,4/24/2021,8/18/2023,Enterprise,2/14/2022,1/20/2022
d004806,cu08122,Visualize Transparent Technologies,5041.78,In Progress,2/9/2019,2/16/2023,Basic,6/30/2022,12/29/2022
d004807,cu06082,Architect Frictionless Web Services,6105.01,Lost,1/20/2021,4/17/2022,Basic,5/7/2021,7/27/2025
d004808,cu04391,Deliver Innovative Bandwidth,2315.1,Won,6/8/2020,9/14/2022,Basic,2/4/2020,11/22/2024
d004809,cu06395,Revolutionize Transparent Functionalities,110.56,Won,5/18/2022,7/7/2025,Free,2/21/2019,11/12/2019
d004810,cu03001,Repurpose User-Centric Partnerships,2971.43,In Progress,4/20/2024,7/26/2019,Basic,7/30/2017,2/1/2021
d004811,cu08071,Synthesize Dynamic Channels,513.82,In Progress,9/1/2022,12/7/2023,Enterprise,11/27/2024,7/31/2023
d004812,cu00751,Expedite Collaborative Vortals,7005.83,Won,1/20/2020,11/8/2024,Free,6/28/2023,1/11/2022
d004813,cu08201,Extend User-Centric Info-Mediaries,188.86,Lost,9/4/2024,10/6/2024,Enterprise,8/5/2022,1/19/2023
d004814,cu05187,Re-Intermediate One-To-One Paradigms,9194.47,In Progress,10/18/2022,8/8/2025,Basic,11/27/2017,4/3/2020
d004815,cu03934,Utilize Real-Time Info-Mediaries,4316.19,Won,5/18/2019,9/4/2023,Enterprise,5/14/2022,9/28/2022
d004816,cu02494,Extend Bricks-And-Clicks E-Services,741.17,Lost,1/28/2020,10/9/2022,Basic,3/24/2020,10/29/2023
d004817,cu07935,Syndicate Granular Functionalities,9438.31,Lost,8/1/2018,12/14/2022,Pro,10/31/2017,12/8/2023
d004818,cu07194,Embrace Magnetic Applications,2595.6,Won,11/6/2022,7/25/2022,Pro,6/22/2022,12/8/2018
d004819,cu01748,Mesh Cross-Media Niches,9173.22,Won,9/28/2018,2/10/2021,Enterprise,2/7/2021,4/26/2022
d004820,cu02452,Engineer Real-Time Technologies,9674.33,Won,9/20/2024,9/11/2022,Basic,1/4/2017,12/28/2021
d004821,cu02445,Cultivate Compelling Eyeballs,4034.32,Lost,5/15/2024,9/16/2024,Basic,11/11/2020,9/2/2019
d004822,cu00655,Maximize User-Centric Channels,3399.92,In Progress,1/22/2022,11/2/2019,Basic,7/16/2019,10/30/2024
d004823,cu01986,Incubate User-Centric Niches,1596,Won,10/22/2023,8/30/2024,Free,9/9/2017,9/29/2024
d004824,cu08189,Cultivate Leading-Edge Communities,3152.72,Won,9/2/2023,8/10/2024,Enterprise,3/11/2018,7/25/2022
d004825,cu01882,Repurpose Intuitive Metrics,7242.28,Lost,7/20/2020,11/19/2021,Basic,3/14/2023,5/24/2021
d004826,cu09186,Mesh Wireless Markets,3404.59,In Progress,5/13/2019,5/11/2022,Basic,5/5/2022,9/25/2020
d004827,cu09524,Scale Back-End Networks,4942.78,Won,6/6/2022,6/17/2024,Pro,10/26/2018,3/8/2023
d004828,cu07517,Deliver Leading-Edge Communities,7667.31,Won,1/5/2022,6/17/2023,Basic,4/2/2021,10/11/2021
d004829,cu04206,Seize Interactive Supply-Chains,613.71,Lost,10/25/2019,11/6/2023,Enterprise,5/4/2020,3/20/2018
d004830,cu02836,Incentivize Back-End Portals,278.16,Won,2/24/2023,5/19/2025,Pro,10/15/2023,6/10/2025
d004831,cu07767,Morph Out-Of-The-Box Infrastructures,6796.41,Won,10/21/2021,7/20/2020,Basic,9/3/2022,11/6/2021
d004832,cu05283,Engage Ubiquitous E-Markets,6960.66,Lost,4/1/2023,3/30/2019,Free,7/10/2022,1/12/2018
d004833,cu02603,Envisioneer Front-End Niches,7511.75,Lost,3/12/2019,8/25/2020,Basic,1/6/2019,10/6/2023
d004834,cu00914,Harness Killer Solutions,6570.82,In Progress,2/25/2018,5/7/2025,Enterprise,2/14/2024,10/7/2022
d004835,cu03339,Innovate Bleeding-Edge Communities,4069.33,Won,6/15/2018,9/17/2020,Free,6/8/2024,10/7/2021
d004836,cu04293,Morph Compelling E-Markets,3001.45,In Progress,11/12/2021,9/23/2019,Basic,8/29/2019,2/12/2025
d004837,cu02369,Benchmark Clicks-And-Mortar Web-Readiness,4025.64,Lost,8/2/2018,8/26/2020,Pro,9/14/2022,8/28/2019
d004838,cu02133,Repurpose Customized E-Business,3272.97,Won,7/14/2023,10/19/2019,Free,6/29/2023,4/12/2025
d004839,cu09140,Morph Sticky Paradigms,272.66,In Progress,5/23/2019,11/6/2024,Free,9/21/2021,6/17/2022
d004840,cu06115,Re-Intermediate Killer Experiences,9027.3,In Progress,6/5/2022,7/29/2020,Enterprise,4/7/2022,1/29/2022
d004841,cu06383,Implement B2C Roi,4067.35,In Progress,3/26/2024,4/26/2023,Basic,12/5/2021,2/16/2019
d004842,cu07680,Redefine Next-Generation Paradigms,7896.72,Won,7/14/2020,7/4/2024,Free,10/29/2019,10/30/2023
d004843,cu07002,Morph Out-Of-The-Box E-Services,8889.1,Lost,9/15/2020,7/17/2025,Basic,8/21/2021,5/26/2019
d004844,cu06707,Innovate Scalable Communities,9209.13,In Progress,2/20/2019,7/10/2019,Enterprise,8/5/2021,9/7/2022
d004845,cu02357,Monetize Turn-Key E-Business,4179.56,Won,4/1/2019,3/27/2023,Free,8/7/2022,11/2/2022
d004846,cu02743,Utilize 24/7 Partnerships,738.37,Lost,11/17/2024,9/27/2023,Enterprise,3/20/2021,7/7/2023
d004847,cu03026,Leverage Global Communities,7194.99,In Progress,7/28/2021,9/24/2019,Pro,10/1/2017,1/20/2019
d004848,cu01798,Revolutionize User-Centric Models,355.26,In Progress,7/19/2021,4/26/2020,Basic,2/26/2017,1/26/2024
d004849,cu08105,Enable Impactful Metrics,4445.89,In Progress,11/6/2019,7/19/2022,Enterprise,1/3/2024,2/27/2022
d004850,cu08893,Exploit Distributed Communities,3053.09,Lost,12/5/2023,7/25/2021,Basic,4/27/2020,7/13/2018
d004851,cu02226,Cultivate Intuitive Supply-Chains,507.84,In Progress,6/15/2020,3/5/2024,Enterprise,1/5/2023,2/15/2022
d004852,cu07273,Iterate Turn-Key Supply-Chains,6971.75,In Progress,8/15/2024,11/28/2019,Free,4/6/2021,9/17/2020
d004853,cu09457,Incubate Scalable Info-Mediaries,2881.8,In Progress,10/17/2018,1/12/2025,Pro,10/24/2023,3/30/2025
d004854,cu06760,Redefine Virtual Vortals,5356.58,In Progress,6/12/2021,9/21/2023,Basic,8/24/2020,12/25/2021
d004855,cu09236,Expedite Vertical E-Tailers,2268.58,Won,3/22/2019,10/2/2022,Enterprise,12/12/2022,7/24/2025
d004856,cu03633,Seize Front-End E-Markets,2887.83,Lost,5/20/2022,10/9/2024,Pro,7/20/2019,9/2/2018
d004857,cu00207,Engineer Integrated Bandwidth,3678.28,Won,8/22/2023,10/19/2021,Pro,10/20/2020,10/9/2018
d004858,cu07396,Deliver Interactive Metrics,1900.36,Lost,4/16/2023,8/31/2019,Enterprise,12/17/2021,10/1/2020
d004859,cu07747,Strategize Transparent Models,5210.88,Lost,11/16/2019,1/6/2025,Enterprise,3/19/2020,1/18/2025
d004860,cu03065,Scale Interactive Relationships,8511.35,Lost,12/5/2018,4/27/2022,Pro,7/14/2018,1/27/2020
d004861,cu05372,Benchmark Cross-Platform Solutions,5459.39,Won,6/19/2019,2/14/2019,Enterprise,2/1/2021,5/14/2022
d004862,cu01166,Repurpose Front-End Communities,9959.83,Lost,3/27/2020,9/5/2022,Enterprise,12/11/2021,5/26/2024
d004863,cu03172,Benchmark Interactive E-Services,1351.32,In Progress,2/4/2023,9/3/2019,Enterprise,12/4/2021,9/2/2022
d004864,cu03143,Exploit Seamless Systems,7854.53,Won,11/12/2019,9/27/2019,Pro,7/27/2018,10/22/2021
