ad_id,content_id,ad_type,revenue_amount,currency,revenue_date
50224,9617,Mid-roll,20.17,USD,2024-09-02
50225,36079,Overlay,42.21,USD,2024-08-23
50226,36535,Display,12.66,USD,2024-09-04
50227,21477,Mid-roll,44.67,USD,2024-11-23
50228,16760,Display,46.34,USD,2023-06-03
50229,34798,Pre-roll,9.42,USD,2023-08-03
50230,15232,Mid-roll,28.35,USD,2024-01-18
50231,49127,Overlay,5.51,USD,2024-11-11
50232,38853,Mid-roll,10.74,USD,2024-04-27
50233,3830,Display,25.27,USD,2023-04-27
50234,45070,Pre-roll,6.7,USD,2023-02-23
50235,29432,Mid-roll,44.37,USD,2023-08-11
50236,17429,Pre-roll,4.86,USD,2023-09-29
50237,19145,Overlay,34.82,USD,2024-02-20
50238,18595,Pre-roll,16.39,USD,2023-07-17
50239,34615,Mid-roll,19.41,USD,2024-04-17
50240,10426,Display,25.13,USD,2024-01-19
50241,33926,Display,4.6,USD,2023-04-29
50242,15001,Pre-roll,48.08,USD,2023-11-04
50243,34705,Overlay,24.83,USD,2023-07-30
50244,28101,Display,11.54,USD,2024-10-31
50245,13580,Pre-roll,33.67,USD,2023-09-03
50246,5372,Mid-roll,46.71,USD,2023-06-26
50247,23777,Pre-roll,38.21,USD,2023-06-24
50248,24400,Mid-roll,35.77,USD,2024-07-29
50249,32558,Mid-roll,19.16,USD,2024-07-30
50250,41425,Pre-roll,43.81,USD,2024-11-19
50251,28563,Display,24.22,USD,2023-04-17
50252,40435,Mid-roll,43.46,USD,2024-11-28
50253,29280,Overlay,49.7,USD,2024-02-22
50254,41359,Display,42.06,USD,2024-12-25
50255,10928,Overlay,28.53,USD,2023-09-11
50256,44690,Overlay,15.35,USD,2024-08-29
50257,23360,Mid-roll,11.26,USD,2024-02-24
50258,7947,Overlay,6.72,USD,2023-03-19
50259,37327,Pre-roll,45.36,USD,2024-03-16
50260,18469,Overlay,12.88,USD,2023-01-11
50261,24583,Mid-roll,33.1,USD,2024-04-03
50262,7204,Pre-roll,38.29,USD,2024-07-02
50263,4810,Overlay,6.2,USD,2024-11-02
50264,2399,Mid-roll,41.63,USD,2023-09-18
50265,11931,Overlay,10.3,USD,2024-04-10
50266,26627,Overlay,16.53,USD,2023-04-08
50267,38650,Pre-roll,21.88,USD,2024-01-26
50268,35546,Pre-roll,19.38,USD,2024-02-23
50269,43744,Pre-roll,29.41,USD,2024-02-29
50270,30754,Mid-roll,21.09,USD,2023-10-05
50271,15065,Overlay,7.55,USD,2023-07-14
50272,5307,Display,6.74,USD,2023-02-28
50273,20766,Overlay,15.18,USD,2023-01-18
50274,26274,Mid-roll,41.44,USD,2023-12-01
50275,31521,Display,18.4,USD,2024-03-17
50276,22675,Mid-roll,20.66,USD,2023-08-06
50277,807,Mid-roll,22.67,USD,2024-07-04
50278,30789,Overlay,12.32,USD,2024-01-26
50279,31680,Pre-roll,3.25,USD,2023-04-24
50280,42779,Overlay,45.49,USD,2023-03-08
50281,620,Mid-roll,30.18,USD,2023-04-19
50282,16650,Pre-roll,30.9,USD,2023-01-10
50283,31114,Mid-roll,5.62,USD,2024-06-16
50284,23994,Pre-roll,39.07,USD,2023-08-11
50285,13951,Overlay,29.17,USD,2023-12-05
50286,25278,Pre-roll,44.52,USD,2023-10-17
50287,40119,Overlay,15.12,USD,2024-12-01
50288,49034,Display,2.08,USD,2024-01-18
50289,42409,Overlay,32.19,USD,2024-05-05
50290,4284,Display,45.48,USD,2023-10-15
50291,11144,Mid-roll,45.66,USD,2023-02-21
50292,10289,Mid-roll,30.16,USD,2024-08-04
50293,18440,Pre-roll,36.39,USD,2023-11-18
50294,3233,Overlay,17.82,USD,2024-04-27
50295,6827,Pre-roll,46.75,USD,2024-11-30
50296,48999,Display,22.96,USD,2024-07-09
50297,22209,Pre-roll,40.43,USD,2023-06-09
50298,10804,Pre-roll,44.63,USD,2023-03-03
50299,13892,Display,42.5,USD,2023-12-08
50300,40885,Overlay,35.03,USD,2023-07-06
50301,38225,Mid-roll,18.84,USD,2024-01-08
50302,6025,Mid-roll,7.04,USD,2024-03-16
50303,22645,Overlay,25.06,USD,2024-07-21
50304,20087,Overlay,46.5,USD,2024-10-10
50305,15470,Overlay,25.74,USD,2023-11-20
50306,4885,Pre-roll,31.21,USD,2023-09-05
50307,17483,Pre-roll,5.37,USD,2024-01-22
50308,27832,Display,1.56,USD,2024-05-25
50309,6634,Pre-roll,37.24,USD,2024-06-01
50310,8412,Overlay,3.23,USD,2024-07-26
50311,49524,Display,13.02,USD,2023-04-01
50312,34291,Overlay,42.56,USD,2024-09-17
50313,39529,Mid-roll,47.01,USD,2023-05-17
50314,21309,Overlay,0.61,USD,2023-07-03
50315,23972,Display,45.22,USD,2023-09-09
50316,26218,Display,31.96,USD,2024-01-19
50317,24129,Overlay,26.04,USD,2023-06-11
50318,24732,Mid-roll,0.11,USD,2023-08-12
50319,24176,Display,33.43,USD,2024-12-01
50320,10767,Display,13.21,USD,2024-12-09
50321,2659,Pre-roll,32.82,USD,2023-07-29
50322,28984,Pre-roll,32.39,USD,2023-07-23
50323,18996,Pre-roll,48.58,USD,2024-08-06
50324,40118,Mid-roll,41.42,USD,2024-06-22
50325,6754,Overlay,30.78,USD,2024-09-09
50326,21534,Display,28.89,USD,2023-09-04
50327,32666,Mid-roll,23.94,USD,2023-06-30
50328,23399,Overlay,48.47,USD,2023-03-01
50329,500,Mid-roll,47.43,USD,2024-12-06
50330,47172,Mid-roll,10.67,USD,2024-05-01
50331,8931,Overlay,23.96,USD,2024-08-16
50332,34049,Pre-roll,0.63,USD,2024-07-11
50333,27258,Display,28.44,USD,2024-03-05
50334,45784,Pre-roll,27.94,USD,2024-02-08
50335,39407,Display,38.46,USD,2023-08-25
50336,23732,Mid-roll,45.89,USD,2023-12-15
50337,2220,Overlay,47.39,USD,2024-10-28
50338,573,Display,24.05,USD,2023-07-23
50339,8864,Mid-roll,9.44,USD,2024-03-26
50340,27637,Display,38.21,USD,2023-08-31
50341,3670,Overlay,27.81,USD,2023-01-19
50342,7863,Display,31.92,USD,2024-04-17
50343,27586,Overlay,25.02,USD,2024-02-12
50344,17139,Mid-roll,43.88,USD,2023-12-09
50345,47745,Pre-roll,12.58,USD,2024-08-31
50346,31114,Overlay,35.65,USD,2024-02-08
50347,29588,Display,39.91,USD,2023-03-04
50348,39013,Mid-roll,27.46,USD,2023-11-07
50349,42485,Mid-roll,6.83,USD,2023-01-31
50350,9232,Display,7.74,USD,2023-07-03
50351,45306,Overlay,41.02,USD,2024-06-28
50352,30124,Pre-roll,26.4,USD,2023-06-12
50353,12395,Overlay,26.13,USD,2024-07-19
50354,22414,Overlay,30.85,USD,2024-04-26
50355,25910,Pre-roll,47.86,USD,2024-06-28
50356,23836,Display,10.15,USD,2024-08-14
50357,41038,Pre-roll,20.4,USD,2024-05-31
50358,1323,Display,38.49,USD,2023-09-29
50359,25166,Mid-roll,16.36,USD,2024-08-11
50360,9462,Display,31.7,USD,2023-03-24
50361,40861,Display,40.88,USD,2023-01-12
50362,13271,Mid-roll,6.41,USD,2024-09-18
50363,25727,Overlay,31.93,USD,2023-01-17
50364,5559,Mid-roll,17.69,USD,2023-03-15
50365,32468,Overlay,3.57,USD,2023-07-09
50366,46966,Display,33.69,USD,2024-04-15
50367,27195,Pre-roll,4.72,USD,2023-01-07
50368,45657,Pre-roll,32.77,USD,2024-01-04
50369,39177,Display,40.95,USD,2023-08-25
50370,32495,Overlay,25.22,USD,2023-07-15
50371,49104,Display,6.98,USD,2023-08-20
50372,27660,Display,0.64,USD,2023-07-18
50373,29316,Pre-roll,46.08,USD,2024-06-05
50374,26090,Pre-roll,47.57,USD,2024-03-07
50375,48920,Pre-roll,22.72,USD,2024-11-07
50376,34949,Pre-roll,39.77,USD,2023-08-30
50377,38576,Mid-roll,29.56,USD,2023-04-09
50378,981,Mid-roll,16.5,USD,2024-05-14
50379,40661,Mid-roll,25.42,USD,2023-08-05
50380,23983,Display,7.03,USD,2023-02-19
50381,35595,Overlay,23.88,USD,2024-03-22
50382,24239,Mid-roll,44.08,USD,2023-01-29
50383,10680,Overlay,6.93,USD,2023-04-27
50384,25001,Overlay,42.86,USD,2024-01-09
50385,3821,Overlay,3.14,USD,2023-03-21
50386,47875,Display,37.6,USD,2023-12-20
50387,48023,Mid-roll,4.36,USD,2023-09-28
50388,7656,Overlay,7.14,USD,2024-11-29
50389,4879,Overlay,46.41,USD,2023-07-21
50390,43803,Pre-roll,37.62,USD,2024-06-17
50391,39673,Overlay,4.63,USD,2023-03-16
50392,24558,Pre-roll,32.09,USD,2024-01-28
50393,47665,Mid-roll,30.44,USD,2024-02-24
50394,40571,Mid-roll,44.2,USD,2024-01-08
50395,15323,Mid-roll,30.85,USD,2024-05-11
50396,8803,Display,33.92,USD,2023-06-10
50397,4504,Overlay,13.27,USD,2024-05-19
50398,13774,Mid-roll,11.34,USD,2024-01-27
50399,10903,Pre-roll,37.16,USD,2024-01-18
50400,41062,Overlay,26.71,USD,2024-02-18
50401,12423,Mid-roll,3.12,USD,2024-04-25
50402,19007,Display,13.09,USD,2024-05-28
50403,13592,Overlay,16.82,USD,2024-12-30
50404,28625,Display,34.6,USD,2023-05-16
50405,37782,Overlay,32.11,USD,2024-11-09
50406,7537,Display,19.15,USD,2023-07-01
50407,9045,Overlay,1.7,USD,2024-08-13
50408,11885,Overlay,8.24,USD,2023-03-31
50409,20491,Display,44.62,USD,2024-05-31
50410,5705,Pre-roll,37.78,USD,2024-08-21
50411,42117,Display,41.08,USD,2023-10-08
50412,39322,Mid-roll,0.17,USD,2023-02-23
50413,32093,Pre-roll,46.15,USD,2024-02-01
50414,37555,Overlay,21.35,USD,2024-07-25
50415,15242,Mid-roll,8.38,USD,2023-07-28
50416,443,Pre-roll,43.74,USD,2024-05-01
50417,19287,Overlay,37.19,USD,2024-11-10
50418,13425,Mid-roll,1.96,USD,2024-09-29
50419,31046,Overlay,22.97,USD,2024-07-20
50420,16262,Pre-roll,27.62,USD,2024-11-09
50421,6358,Pre-roll,28.76,USD,2023-12-02
50422,17695,Pre-roll,2.08,USD,2023-07-25
50423,4742,Overlay,27.6,USD,2024-03-10
50424,6290,Overlay,21.19,USD,2024-10-13
50425,28243,Mid-roll,25.59,USD,2023-06-02
50426,21164,Pre-roll,2.42,USD,2023-08-23
50427,37970,Pre-roll,49.02,USD,2024-04-23
50428,29291,Overlay,20.36,USD,2024-07-20
50429,48429,Display,49.18,USD,2024-10-09
50430,41404,Mid-roll,14.13,USD,2024-09-12
50431,31048,Pre-roll,21.96,USD,2023-03-17
50432,30489,Display,22.84,USD,2023-06-20
50433,2829,Mid-roll,44.48,USD,2024-09-28
50434,33193,Mid-roll,30.82,USD,2024-01-02
50435,4690,Overlay,11.21,USD,2024-02-11
50436,1233,Overlay,40.7,USD,2023-02-03
50437,19996,Mid-roll,16.9,USD,2023-06-22
50438,46302,Display,7.08,USD,2023-07-22
50439,506,Pre-roll,15.82,USD,2023-10-21
50440,49806,Pre-roll,36.53,USD,2023-01-02
50441,40115,Pre-roll,46.13,USD,2024-02-07
50442,34598,Overlay,23.4,USD,2023-10-07
50443,38344,Mid-roll,37.01,USD,2023-05-04
50444,12486,Display,30.35,USD,2024-02-15
50445,34488,Mid-roll,21.69,USD,2023-11-04
50446,36425,Mid-roll,32.05,USD,2023-07-10
50447,21642,Mid-roll,2.56,USD,2023-09-26
50448,22327,Mid-roll,49.88,USD,2024-04-19
50449,35537,Pre-roll,28.55,USD,2024-04-27
50450,7313,Mid-roll,32.8,USD,2024-07-30
50451,16422,Pre-roll,17.29,USD,2023-06-12
50452,8268,Overlay,11.06,USD,2023-05-27
50453,35140,Pre-roll,27.03,USD,2024-02-28
50454,1119,Overlay,38.4,USD,2023-10-31
50455,6685,Mid-roll,32.23,USD,2024-03-16
50456,36829,Pre-roll,36.75,USD,2023-07-08
50457,5901,Display,45.0,USD,2023-04-21
50458,46706,Pre-roll,3.9,USD,2024-08-22
50459,16347,Overlay,7.01,USD,2024-04-10
50460,33254,Mid-roll,44.67,USD,2024-10-08
50461,38733,Mid-roll,4.38,USD,2024-09-06
50462,48195,Mid-roll,35.05,USD,2023-02-01
50463,11098,Mid-roll,7.6,USD,2023-11-04
50464,14407,Overlay,43.95,USD,2024-08-20
50465,49674,Pre-roll,20.32,USD,2023-06-27
50466,27008,Display,37.93,USD,2024-05-07
50467,33380,Display,44.85,USD,2024-04-11
50468,43216,Pre-roll,43.62,USD,2024-03-08
50469,8625,Pre-roll,39.04,USD,2023-11-30
50470,17730,Display,16.19,USD,2024-12-20
50471,48798,Pre-roll,19.46,USD,2024-06-24
50472,35923,Pre-roll,10.49,USD,2023-03-29
50473,11119,Display,45.81,USD,2024-01-13
50474,34332,Pre-roll,40.45,USD,2023-01-03
50475,13243,Overlay,18.33,USD,2023-03-11
50476,791,Mid-roll,17.35,USD,2023-10-31
50477,10183,Overlay,21.27,USD,2023-10-08
50478,17360,Overlay,13.51,USD,2023-03-10
50479,17699,Display,6.21,USD,2024-05-10
50480,3068,Display,7.86,USD,2023-07-25
50481,24513,Pre-roll,9.11,USD,2024-03-02
50482,4259,Display,35.84,USD,2023-11-09
50483,27468,Display,30.7,USD,2023-10-13
50484,46938,Overlay,15.3,USD,2024-07-15
50485,27021,Pre-roll,10.53,USD,2023-07-11
50486,22896,Overlay,47.14,USD,2023-09-28
50487,33525,Display,2.92,USD,2023-09-30
50488,8768,Mid-roll,24.76,USD,2023-09-21
50489,2777,Pre-roll,2.55,USD,2024-03-03
50490,23135,Pre-roll,49.85,USD,2024-11-19
50491,34417,Mid-roll,28.92,USD,2024-02-23
50492,19823,Display,11.92,USD,2024-01-05
50493,24906,Pre-roll,7.01,USD,2024-07-14
50494,25368,Mid-roll,31.93,USD,2024-11-21
50495,20360,Pre-roll,40.79,USD,2023-04-12
50496,5958,Display,39.16,USD,2023-08-18
50497,16596,Display,17.18,USD,2023-05-13
50498,44120,Mid-roll,5.89,USD,2024-08-21
50499,26128,Mid-roll,17.27,USD,2023-09-28
50500,32982,Overlay,10.87,USD,2023-03-30
50501,46408,Pre-roll,39.03,USD,2023-10-20
50502,31350,Display,39.13,USD,2024-07-18
50503,23465,Pre-roll,19.89,USD,2024-03-06
50504,14288,Mid-roll,37.37,USD,2024-08-25
50505,18835,Display,30.81,USD,2024-09-26
50506,16191,Overlay,25.87,USD,2024-02-13
50507,36350,Pre-roll,39.77,USD,2023-07-28
50508,31651,Pre-roll,11.93,USD,2024-07-19
50509,16088,Mid-roll,3.1,USD,2024-10-08
50510,35729,Overlay,21.23,USD,2024-05-15
50511,34582,Display,25.89,USD,2024-05-08
50512,45606,Overlay,36.55,USD,2024-10-11
50513,22632,Pre-roll,25.16,USD,2023-06-11
50514,44349,Overlay,47.93,USD,2023-11-05
50515,7030,Mid-roll,20.1,USD,2024-11-04
50516,24196,Mid-roll,19.37,USD,2023-02-09
50517,32761,Pre-roll,34.92,USD,2023-10-25
50518,19660,Pre-roll,23.16,USD,2023-02-07
50519,39962,Pre-roll,40.01,USD,2023-10-16
50520,34092,Display,13.55,USD,2023-10-18
50521,36376,Mid-roll,17.68,USD,2024-09-20
50522,7826,Mid-roll,28.92,USD,2023-05-12
50523,18036,Mid-roll,4.08,USD,2023-01-17
50524,34158,Overlay,2.29,USD,2023-09-20
50525,26395,Display,49.63,USD,2023-07-09
50526,27573,Overlay,0.9,USD,2023-11-21
50527,5440,Overlay,38.59,USD,2024-06-13
50528,30991,Mid-roll,19.91,USD,2023-06-29
50529,25665,Display,28.46,USD,2023-01-31
50530,62,Display,40.25,USD,2024-08-02
50531,12834,Overlay,0.6,USD,2023-03-24
50532,44580,Mid-roll,7.55,USD,2023-10-25
50533,18865,Pre-roll,30.72,USD,2024-12-30
50534,46680,Overlay,16.35,USD,2024-02-02
50535,16683,Pre-roll,47.57,USD,2023-06-11
50536,32865,Mid-roll,33.19,USD,2024-06-13
50537,48592,Overlay,36.27,USD,2024-05-10
50538,27672,Overlay,28.3,USD,2024-04-16
50539,9414,Overlay,1.83,USD,2024-03-24
50540,43715,Overlay,29.35,USD,2024-09-23
50541,27793,Display,17.09,USD,2023-10-21
50542,36306,Pre-roll,8.89,USD,2023-07-29
50543,714,Overlay,15.25,USD,2024-06-01
50544,32514,Display,37.44,USD,2023-05-01
50545,28597,Mid-roll,32.91,USD,2024-10-12
50546,3063,Mid-roll,15.59,USD,2023-12-17
50547,26730,Mid-roll,2.13,USD,2023-02-01
50548,46775,Display,37.49,USD,2023-12-21
50549,42651,Pre-roll,36.91,USD,2024-03-06
50550,28308,Display,23.84,USD,2023-03-29
50551,23341,Mid-roll,46.52,USD,2023-06-27
50552,10009,Mid-roll,10.85,USD,2023-06-23
50553,24613,Mid-roll,23.71,USD,2024-05-26
50554,22120,Overlay,16.85,USD,2024-07-09
50555,20844,Pre-roll,43.35,USD,2024-05-19
50556,16332,Mid-roll,20.72,USD,2023-08-28
50557,2646,Overlay,28.1,USD,2024-11-22
50558,47260,Mid-roll,37.35,USD,2024-09-28
50559,29413,Pre-roll,1.83,USD,2024-12-21
50560,42251,Mid-roll,49.68,USD,2023-08-30
50561,18542,Mid-roll,5.8,USD,2024-11-09
50562,21862,Overlay,36.32,USD,2023-02-12
50563,8280,Mid-roll,18.92,USD,2024-01-26
50564,38630,Mid-roll,48.67,USD,2023-12-23
50565,46605,Overlay,17.81,USD,2024-05-17
50566,33125,Mid-roll,24.42,USD,2024-09-14
50567,390,Overlay,21.18,USD,2024-02-15
50568,4452,Overlay,28.06,USD,2023-12-28
50569,42796,Mid-roll,3.69,USD,2024-12-10
50570,24389,Pre-roll,34.37,USD,2024-12-13
50571,39528,Display,4.7,USD,2024-01-07
50572,48798,Mid-roll,2.8,USD,2023-02-24
50573,2798,Pre-roll,33.42,USD,2023-10-22
50574,16540,Overlay,20.62,USD,2023-09-22
50575,30546,Mid-roll,28.87,USD,2024-07-16
50576,16325,Pre-roll,19.02,USD,2023-05-06
50577,12915,Overlay,41.04,USD,2024-08-09
50578,43389,Mid-roll,22.69,USD,2023-08-25
50579,29333,Mid-roll,34.52,USD,2024-09-14
50580,10699,Display,34.6,USD,2023-05-01
50581,49433,Pre-roll,43.28,USD,2024-10-21
50582,38145,Overlay,43.72,USD,2023-09-19
50583,39116,Pre-roll,34.43,USD,2024-10-01
50584,26062,Display,13.76,USD,2023-10-18
50585,14869,Overlay,4.78,USD,2024-08-02
50586,20843,Mid-roll,24.02,USD,2023-02-05
50587,44077,Pre-roll,43.64,USD,2023-05-15
50588,22467,Pre-roll,13.58,USD,2024-09-02
50589,18621,Overlay,48.09,USD,2024-05-31
50590,7660,Mid-roll,34.32,USD,2023-12-24
50591,23881,Display,10.0,USD,2023-04-10
50592,23475,Mid-roll,41.52,USD,2023-05-07
50593,24939,Pre-roll,6.59,USD,2023-11-08
50594,45613,Display,26.69,USD,2023-08-21
50595,43981,Overlay,19.14,USD,2023-07-31
50596,35759,Display,33.73,USD,2024-09-07
50597,42487,Overlay,39.96,USD,2023-10-26
50598,47032,Pre-roll,23.64,USD,2023-12-07
50599,35110,Display,44.42,USD,2023-03-01
50600,9200,Mid-roll,28.31,USD,2023-02-13
50601,34924,Display,35.8,USD,2024-12-10
50602,6598,Display,26.94,USD,2024-12-20
50603,24157,Mid-roll,41.3,USD,2024-10-17
50604,32655,Overlay,12.52,USD,2024-11-06
50605,12111,Mid-roll,19.07,USD,2024-08-18
50606,20127,Overlay,5.16,USD,2024-04-02
50607,41327,Display,40.66,USD,2023-09-07
50608,23318,Display,9.25,USD,2023-02-20
50609,41699,Pre-roll,49.19,USD,2024-07-11
50610,21072,Overlay,28.74,USD,2023-07-17
50611,25266,Pre-roll,5.6,USD,2024-12-05
50612,31368,Display,32.28,USD,2023-06-26
50613,41017,Overlay,10.85,USD,2024-11-05
50614,34723,Overlay,22.75,USD,2023-05-15
50615,14769,Overlay,20.54,USD,2023-05-22
50616,32017,Pre-roll,40.88,USD,2024-09-21
50617,45685,Mid-roll,26.92,USD,2023-08-03
50618,34223,Mid-roll,25.49,USD,2023-02-14
50619,657,Pre-roll,43.97,USD,2023-09-30
50620,28134,Display,16.75,USD,2023-09-08
50621,22650,Display,4.35,USD,2023-02-26
50622,41766,Pre-roll,41.55,USD,2023-05-07
50623,49998,Overlay,49.43,USD,2024-03-17
50624,41076,Display,14.51,USD,2023-07-09
50625,24871,Pre-roll,6.05,USD,2023-02-02
50626,34484,Pre-roll,46.28,USD,2024-02-20
50627,18491,Mid-roll,25.65,USD,2023-12-10
50628,9396,Display,33.11,USD,2024-11-22
50629,15528,Mid-roll,40.36,USD,2023-07-04
50630,19857,Mid-roll,23.76,USD,2023-04-19
50631,43437,Display,19.82,USD,2024-10-26
50632,30743,Overlay,1.78,USD,2023-04-02
50633,32640,Pre-roll,36.5,USD,2023-05-15
50634,5229,Display,43.04,USD,2024-05-21
50635,7166,Display,29.62,USD,2024-09-08
50636,12722,Overlay,22.79,USD,2024-04-23
50637,25881,Pre-roll,42.54,USD,2023-04-24
50638,22824,Pre-roll,27.25,USD,2024-06-21
50639,9543,Mid-roll,6.88,USD,2023-06-15
50640,25374,Overlay,1.84,USD,2023-08-06
50641,17178,Overlay,24.18,USD,2023-11-12
50642,8915,Overlay,38.45,USD,2023-10-28
50643,45270,Overlay,38.17,USD,2024-02-11
50644,48909,Pre-roll,24.88,USD,2023-04-13
50645,30873,Display,7.81,USD,2023-04-16
50646,38757,Display,46.88,USD,2023-12-11
50647,34113,Mid-roll,27.66,USD,2024-03-30
50648,26029,Display,21.06,USD,2024-06-01
50649,6571,Display,25.62,USD,2023-05-16
50650,31067,Mid-roll,49.47,USD,2023-04-30
50651,14810,Display,22.64,USD,2023-01-20
50652,44672,Pre-roll,49.92,USD,2024-05-13
50653,9170,Display,5.19,USD,2023-11-04
50654,23640,Display,17.1,USD,2023-11-04
50655,46067,Overlay,4.58,USD,2023-03-24
50656,18225,Overlay,43.51,USD,2024-06-07
50657,44524,Display,27.87,USD,2023-05-27
50658,22306,Mid-roll,25.63,USD,2024-11-19
50659,8090,Pre-roll,48.52,USD,2024-03-07
50660,33870,Mid-roll,8.28,USD,2024-10-03
50661,41344,Mid-roll,21.94,USD,2024-01-12
50662,4566,Display,16.43,USD,2024-01-01
50663,1788,Pre-roll,35.47,USD,2024-08-14
50664,28285,Display,43.73,USD,2023-12-14
50665,32113,Overlay,33.52,USD,2023-06-24
50666,28907,Pre-roll,39.07,USD,2024-01-27
50667,34262,Mid-roll,5.08,USD,2024-01-25
50668,37772,Overlay,20.13,USD,2023-06-07
50669,29204,Pre-roll,22.97,USD,2024-07-31
50670,42406,Pre-roll,42.65,USD,2024-01-18
50671,44141,Pre-roll,4.42,USD,2023-09-26
50672,19689,Mid-roll,21.21,USD,2024-03-04
50673,1575,Display,44.02,USD,2023-07-12
50674,49852,Mid-roll,19.9,USD,2023-09-13
50675,32744,Display,31.3,USD,2023-08-26
50676,7561,Display,26.99,USD,2024-03-07
50677,34717,Overlay,29.04,USD,2024-07-16
50678,6278,Display,6.4,USD,2024-02-24
50679,9477,Pre-roll,48.62,USD,2023-07-03
50680,8191,Overlay,43.96,USD,2024-05-03
50681,22044,Overlay,29.16,USD,2023-01-26
50682,21875,Display,3.68,USD,2024-06-23
50683,48038,Display,37.29,USD,2024-11-01
50684,27715,Pre-roll,3.89,USD,2024-05-03
50685,4996,Overlay,47.3,USD,2023-05-30
50686,36656,Display,42.33,USD,2024-02-10
50687,48825,Mid-roll,1.34,USD,2023-12-29
50688,46261,Pre-roll,25.87,USD,2023-04-01
50689,9508,Overlay,17.22,USD,2024-05-06
50690,35673,Display,38.32,USD,2024-10-28
50691,7432,Pre-roll,3.61,USD,2024-01-01
50692,32394,Overlay,25.47,USD,2023-05-02
50693,28294,Display,8.53,USD,2023-09-29
50694,47787,Mid-roll,42.32,USD,2024-06-07
50695,2018,Mid-roll,38.33,USD,2023-08-19
50696,24859,Overlay,32.01,USD,2023-02-14
50697,38960,Mid-roll,10.94,USD,2023-08-11
50698,8069,Overlay,21.6,USD,2023-07-25
50699,37400,Pre-roll,25.97,USD,2024-11-10
50700,37719,Mid-roll,19.43,USD,2024-12-11
50701,38665,Mid-roll,9.83,USD,2023-12-02
50702,10711,Overlay,24.88,USD,2023-12-16
50703,41065,Mid-roll,7.13,USD,2023-01-03
50704,14578,Pre-roll,49.38,USD,2023-05-23
50705,19440,Mid-roll,40.6,USD,2024-08-20
50706,16299,Mid-roll,26.67,USD,2023-07-08
50707,39506,Display,0.18,USD,2024-11-16
50708,16174,Display,30.82,USD,2024-09-07
50709,17027,Mid-roll,49.85,USD,2024-06-05
50710,34670,Mid-roll,35.23,USD,2023-03-05
50711,35363,Overlay,9.68,USD,2024-01-04
50712,49982,Mid-roll,41.59,USD,2024-05-06
50713,26773,Mid-roll,17.18,USD,2024-11-09
50714,41992,Pre-roll,4.32,USD,2023-04-13
50715,20499,Mid-roll,19.67,USD,2023-01-15
50716,17913,Pre-roll,39.6,USD,2024-08-16
50717,45196,Overlay,44.69,USD,2024-02-03
50718,21271,Pre-roll,0.53,USD,2023-06-02
50719,11604,Display,10.91,USD,2023-04-28
50720,42924,Display,27.0,USD,2023-09-30
50721,23560,Display,46.05,USD,2024-09-19
50722,3143,Pre-roll,27.83,USD,2024-10-05
50723,1837,Display,45.87,USD,2023-01-30
50724,29003,Display,27.88,USD,2023-08-03
50725,22852,Overlay,47.01,USD,2023-03-26
50726,48132,Display,48.78,USD,2023-04-30
50727,9070,Pre-roll,15.29,USD,2024-12-25
50728,29429,Display,21.12,USD,2023-10-29
50729,4259,Mid-roll,30.64,USD,2024-10-28
50730,25574,Overlay,46.48,USD,2024-05-29
50731,102,Pre-roll,31.37,USD,2024-01-05
50732,40221,Overlay,49.25,USD,2024-10-10
50733,49736,Pre-roll,34.3,USD,2023-08-21
50734,27662,Pre-roll,14.94,USD,2023-12-21
50735,1692,Pre-roll,22.44,USD,2024-07-27
50736,38147,Pre-roll,0.82,USD,2024-06-04
50737,15933,Overlay,21.9,USD,2023-06-02
50738,2552,Display,31.42,USD,2024-04-08
50739,46070,Pre-roll,35.16,USD,2024-09-15
50740,887,Display,45.53,USD,2023-03-29
50741,46652,Pre-roll,12.37,USD,2023-02-03
50742,41942,Overlay,21.47,USD,2024-05-02
50743,25118,Overlay,33.16,USD,2024-05-18
50744,15070,Display,27.88,USD,2023-06-21
50745,7848,Overlay,32.8,USD,2023-07-10
50746,12458,Pre-roll,48.01,USD,2024-05-19
50747,32911,Display,30.33,USD,2023-08-18
50748,28796,Pre-roll,9.97,USD,2024-12-03
50749,46385,Pre-roll,3.59,USD,2023-10-06
50750,1971,Pre-roll,35.29,USD,2023-07-28
50751,1890,Display,37.77,USD,2023-10-09
50752,7087,Mid-roll,22.46,USD,2024-08-06
50753,23979,Pre-roll,19.97,USD,2024-12-23
50754,38067,Overlay,26.75,USD,2023-01-28
50755,30655,Mid-roll,42.78,USD,2024-01-08
50756,11350,Mid-roll,43.63,USD,2023-01-16
50757,6006,Overlay,5.81,USD,2023-12-02
50758,8853,Overlay,41.75,USD,2024-06-26
50759,27060,Pre-roll,18.06,USD,2023-08-02
50760,38700,Pre-roll,49.31,USD,2024-11-03
50761,5625,Overlay,28.99,USD,2023-06-02
50762,11497,Display,28.52,USD,2024-11-19
50763,19325,Display,49.01,USD,2024-06-26
50764,47808,Display,14.69,USD,2024-07-15
50765,26513,Display,39.44,USD,2023-09-28
50766,25517,Display,46.42,USD,2023-08-27
50767,28424,Pre-roll,17.24,USD,2023-01-31
50768,9356,Display,2.69,USD,2024-07-22
50769,45101,Pre-roll,36.71,USD,2024-04-28
50770,9154,Mid-roll,2.52,USD,2024-12-05
